"Projeto:","Avaliador 1:","Avaliador 2:"
"germinacao de sementes de sapindus saponaria l.","ADAILSON PEREIRA DE SOUZA","ALBERICIO PEREIRA DE ANDRADE"
"diversidade funcional, diversidade filogenetica e diversidade taxonomica da herpetofauna em ambientes nao-florestais da america do sul","HELDER FARIAS PEREIRA DE ARAUJO","ALEXANDRE RAMLO TORRE PALMA"
"determinacao de metabolitos bioativos a partir de cepas de streptomyces spp.","KRYSTYNA GORLACH LIRA","EDELTRUDES DE OLIVEIRA LIMA"
"nietzsche e a vontade de poder como arte","MIGUEL ANTONIO DO NASCIMENTO","DEYVE REDYSON MELO DOS SANTOS"
"analise macroeconomica das demonstracoes financeiras e desempenho de empresas listadas na bm&fbovespa: estimacoes por modelos econometricos","MARCIA BATISTA DA FONSECA","IGNACIO TAVARES DE ARAUJO JUNIOR"
"interconstitucionalidade: normas constitucionais em rede e integracao na sociedade mundial","BELINDA PEREIRA DA CUNHA","SVEN PETERKE"
"desenvolvimento de madeira plastica a partir da mistura de residuos plasticos com residuos lignocelulosicos regionais","HEBER SIVINI FERREIRA","ITAMARA FARIAS LEITE"
"processos de baixo custo para tratamento biologico de aguas residuarias domiciliares","ADRIANO ROLIM DA PAZ","CLAUDIA COUTINHO NOBREGA"
"avaliacao nutricional do sorgo para ruminantes","SEVERINO GONZAGA NETO","ARIOSVALDO NUNES DE MEDEIROS"
"estudo computacional da fe-porfirina(dimetilnitrosamina)2","ELIZETE VENTURA DO MONTE","LUCINA ROCHA SOUSA"
"heuristicas e solucoes exatas para o problema de particionamento de grafos bipartidos por edicao de arestas","LEONARDO VIDAL BATISTA","VIVEK NIGAM"
"armazenamento de sementes de pterogyne nitens l.","REJANE MARIA NUNES MENDONCA","RAUNIRA DA COSTA ARAUJO"
"investigacao das atividades antidiarreica e antiespasmodica de plantas medicinais das familias annonaceae, leguminosae e solanaceae","RAFAEL DE ALMEIDA TRAVASSOS","BAGNOLIA ARAUJO DA SILVA"
"desenvolvimento de metodologias analiticas para controlar a qualidade de alimentos","MARIA BETANIA HERMENEGILDO DOS SANTOS","LUCIANO FARIAS DE ALMEIDA"
"educacao popular e visualidade: o uso da imagem visual na proposta pedagogica freireana","JANINE MARTA COELHO RODRIGUES","EDNA GUSMAO DE GOES BRENNAND"
"producao, qualidade de sementes e acumulo de nutrientes em fava submetida a adubacao verde","RISELANE DE LUCENA ALCANTARA BRUNO","CARLOS HENRIQUE DE BRITO"
"avaliacao e difusao de genotipos precoces e de maior potencial produtivo de feijao-fava","THIAGO JARDELINO DIAS","ALEXANDRE JOSE SOARES MINA"
"a rede de enfrentamento ao trafico de pessoas no brasil: uma estrutura eficaz?","BELINDA PEREIRA DA CUNHA","MARCILIO TOSCANO FRANCA FILHO"
"compostos biativos, potencial antioxidante e conservacao pos-colheita sob atmosfera modificada de frutas nativas e nao tradicionais do nordeste do brasil","GILVANEIDE ALVES DE AZEREDO","LAESIO PEREIRA MARTINS"
"formulacoes de misturas binarias de antioxidantes: impacto da interacao na estabilidade oxidativa de biodieseis","JULIANA ALVES VALE","KRISTERSON REINALDO DE LUNA FREIRE"
"eu so queria ser mais um diego: um olhar antropologico sobre a construcao das transidentidades masculinas e a politica de saude integral lgbt","JOAO MARTINHO BRAGA DE MENDONCA","MARIA PATRICIA LOPES GOLDFARB"
"continuo gestuo-vocal: aprofundando a matriz multimodal","EVANGELINA MARIA BRITO DE FARIA","JOSE FERRARI NETO"
"producao de celulases e xilanases por fungos isolados do solo da industria sucroalcooleira pelo cultivo semissolido","VERUSCKA ARAUJO SILVA","FLAVIO LUIZ HONORATO DA SILVA"
"os sentidos do curriculo nas escolas da rede municipal de ensino de joao pessoa /pb","EDUARDO ANTONIO DE PONTES COSTA","ANA CLAUDIA DA SILVA RODRIGUES"
"a famiilia menispermaceae no brasil: taxonomia, farmacobotanica e etnomedicina, como subsidio ao controle de qualidade das especies medicinais","MARIA REGINA DE VASCONCELLOS BARBOSA","REINALDO FARIAS PAIVA DE LUCENA"
"estudo da atividade de proteinas da superfamilia abc em celomocitos de ouricos-do-mar","NUBIA PEREIRA DA COSTA","RITA DE CASSIA DA SILVEIRA E SA"
"avaliacao de genotipos de maracujazeiro amarelo irrigados com aguas salinas e fertirrigados com biofertilizante bovino","ALVARO CARLOS GONCALVES NETO","ADEMAR PEREIRA DE OLIVEIRA"
"nanofibras polimericas com atividade antimicrobiana","SANDRO MARDEN TORRES","AMELIA SEVERINO FERREIRA E SANTOS"
"desenvolvimento de tecnologias para uso de energia solar em sistemas de refrigeracao.","SEVERINO JACKSON GUEDES DE LIMA","GILBERTO AUGUSTO AMADO MOREIRA"
"do lado de ca e do lado de la: culturas historicas, intelectuais antirracistas e narrativas do colonialismo no atlantico negro (1950-1988).","CLAUDIA ENGLER CURY","CARLA MARY DA SILVA OLIVEIRA"
"fenotipagem e avaliacao de cultivares de milheto para producao de silagem no semiarido","DIVAN SOARES DA SILVA","ANA PATRICIA ALMEIDA BEZERRA"
"midias integradas em processo de aprendizagem","EDUARDO ANTONIO DE PONTES COSTA","FERNANDO CEZAR BEZERRA DE ANDRADE"
"variacao, estilo e atitude: teoria e pratica","ROSEANE BATISTA FEITOSA NICOLAU","RUBENS MARQUES DE LUCENA"
"cuidados paliativos em feridas cronicas: revisao integrativa em enfermagem","LENILMA BENTO DE ARAUJO MENESES","MARIA MIRIAM LIMA DA NOBREGA"
"biologia de nidificacao de especies de centridini (hymenoptera, apidae)","CARLA SORAIA SOARES DE CASTRO","ALEXANDRE VASCONCELLOS"
"limites da cordialidade brasileira: acoes afirmativas e racismo","VALDINEY VELOSO GOUVEIA","ANA ALAYDE WERBA SALDANHA PICHELLI"
"avaliacao da ansiedade em professores universitarios da area da saude da universidade federal da paraiba","MARIA DE OLIVEIRA FERREIRA FILHA","ANTONIA OLIVEIRA SILVA"
"sinteses de 2-indolizinas derivadas de bases nitrogenadas promovidas por irradiacao de micro-ondas: busca racional de novos inibidores enzimaticos e moduladores de canais ionicos.","DAYSE DAS NEVES MOREIRA","NEIDE QUEIROZ"
"sintese de materiais hibridos funcionais e aplicacoes","IEDA MARIA GARCIA DOS SANTOS","MARIA GARDENNIA DA FONSECA"
"fenologia da dispersao, tipologia dos frutos e dispersores das especies de rubiaceae presentes na reserva biologica guaribas - parte ii","ELAINE BERNINI","LENYNEVES DUARTE ALVINO DE ARAUJO"
"desenvolvimento de duas cultivares de feijao vermelho submetidas a aplicacao de biofertilizante","REJANE MARIA NUNES MENDONCA","MANOEL BANDEIRA DE ALBUQUERQUE"
"desenvolvimento de materiais ativados alcalinamente a base da cinza do bagaco de cana de acucar","HEBER SIVINI FERREIRA","LISZANDRA FERNANDA ARAUJO CAMPOS"
"cuidados paliativos, terminalidade e luto: pesquisa bibliometrica","ORIANA DEYZE CORREIA PAIVA LEADEBAL","KATIA NEYLA DE FREITAS MACEDO"
"indicadores de qualidade em enfermagem","CIZONE MARIA CARNEIRO ACIOLY","PATRICIA SERPA DE SOUZA BATISTA"
"recursos metaficcionais em narrativas literarias e filmicas","ALVANIRA LUCIA DE BARROS","MARIA LUIZA TEIXEIRA BATISTA"
"materiais organicos funcionais com caracteristicas ionicas e nanoestruturais","DAYSE DAS NEVES MOREIRA","NEIDE QUEIROZ"
"tecnicas de producao para promover a revitalizacao da citricultura no brejo paraibano","RISELANE DE LUCENA ALCANTARA BRUNO","LEONALDO ALVES DE ANDRADE"
"primeiro diagnostico e intervencao da situacao alimentar, nutricional e de doencas nao transmissiveis mais prevalentes da populacao do municipio de joao pessoa/pb","EVANDRO LEITE DE SOUZA","LEYLLIANE DE FATIMA LEAL INTERAMINENSE DE ANDRADE"
"testes de bioremediacao como proposta para o melhoramento da qualidade da agua em acudes do semi-arido","RONALDO BASTOS FRANCINI FILHO","FREDERICO GUSTAVO RODRIGUES FRANCA"
"avaliacao da atividade antifungica de esteres fenilpropanoicos estruturalmente relacionados","JOSE MARIA BARBOSA FILHO","ISAC ALMEIDA DE MEDEIROS"
"processo de cuidar dos pacientes diabeticos cadastrados na atencao basica em joao pessoa","LENILMA BENTO DE ARAUJO MENESES","MARIA EMILIA LIMEIRA LOPES"
"soroprevalencia da piroplasmose em equinos do estado da paraiba","CELSO JOSE BRUNO DE OLIVEIRA","DANILO TANCLER STIPP"
"sintese de fotocatalisadores de tio2 nanoestruturados","ELIZETE VENTURA DO MONTE","GERD BRUNO DA ROCHA"
"estudo da flora da reserva biologica guaribas, litoral norte da paraiba (parte do projeto integrado diversidade floristica, conservacao e limites da floresta atlantica no nordeste do brasil)","MARIA REGINA DE VASCONCELLOS BARBOSA","FELIPE WARTCHOW"
"bancos de sementes disponiveis no solo em areas de mata atlantica no litoral norte da paraiba, brasil","VENIA CAMELO DE SOUZA","MARIA CRISTINA BASILIO CRISPIM DA SILVA"
"ciclo de vida, logistica reversa, gestao de residuos e metodologia de ecodesign para a concepcao de pranchas de surfe.","CLAUDIA MARIA RAMOS MEDEIROS SOUTO","DANIELA PRISCILA MARCHI SALVADOR"
"estudo quimico biomonitorado de algumas especies de vegetais terrestres e marinhos do nordeste brasileiro, em especial do estado da paraiba","BARBARA VIVIANA DE OLIVEIRA SANTOS","ISAC ALMEIDA DE MEDEIROS"
"politicas publicas, desigualdades e vulnerabilidade social: o que diferencia os desiguais no cariri paraibano?","PEDRO COSTA GUEDES VIANNA","ANTONIO CARLOS PINHEIRO"
"impacto do fumo no padrao de metilacao de dna em celulas bucais: associacao com a expressao proteica","MAILSON MONTEIRO DO REGO","ELEONIDAS MOURA LIMA"
"educacao financeira: uma analise das decisoes financeiras no tocante as financas comportamentais.","MARCIA REIS MACHADO","JOSE JASSUIPE DA SILVA MORAIS"
"um framework logico para sistemas concorrentes epistemicos, temporais e espaciais","LEONARDO VIDAL BATISTA","LUCIDIO DOS ANJOS FORMIGA CABRAL"
"avaliacao pre-clinica com enfase na atividade antinociceptiva de analogos do eugenol em camundongos","MARIA DO SOCORRO DE FRANCA SILVA","ANNE EVELYNE FRANCO DE SOUZA"
"territorios e urbanidades: praticas urbanas e politicas culturais no espaco publico contemporaneo","MARCIO COTRIM CUNHA","IVAN CAVALCANTI FILHO"
"vulnerabilidades individual, social e programatica ao hiv/aids: articulando saberes, modificando saberes","GREICY KELLY GOUVEIA DIAS BITTENCOURT","MARTA MIRIAM LOPES COSTA CUNHA"
"fracionamento quimico biomonitorado da fracao aquosa do extrato etanolico de cissampelos sympodialis eichl. (milona): definindo o principio ativo de um medicamento fitoterapico para o tratamento da asma","VALDIR DE ANDRADE BRAGA","DEMETRIUS ANTONIO MACHADO DE ARAUJO"
"atividade antifungica de oleos essenciais e fitoconstituintes contra fungos potencialmente patogenicos (oportunistas)","PATRICIA PINHEIRO FERNANDES VIEIRA","ADNA CRISTINA BARBOSA DE SOUSA"
"vantagem competitiva de empresas interconectadas: um estudo segundo a visao baseada em recursos estendida (erbt) em arranjos empresariais do estado da paraiba","LUCIANO COSTA SANTOS","MARIA DE LOURDES BARRETO GOMES"
"estudo quimico biomonitorado de plantas medicinais da paraiba: ecossistema caatinga","DAMIAO PERGENTINO DE SOUSA","IONALDO JOSE LIMA DINIZ BASILIO"
"implementando a agenda do desenvolvimento da ompi: a estrategia brasileira de transversalizacao dos principios da agenda e a resistencia norte-americana.","HENRY IURE DE PAIVA SILVA","DANIEL DE CAMPOS ANTIQUERA"
"evolucao, ciencia e sociedade: teoria evolutiva, filogenia dos metazoa, e biodiversidade dos invertebrados nao-insetos da america do sul","ALFREDO RICARDO LANGUTH BONINO","HELDER FARIAS PEREIRA DE ARAUJO"
"as florestas de mangue na area de protecao ambiental da barra do rio mamanguape estao sofrendo mortalidade massiva?","ADRIANE PEREIRA WANDENESS","MARIA CRISTINA BASILIO CRISPIM DA SILVA"
"educacao, habitus e identidade: economia solidaria, camponesa e vida universitaria no vale do mamanguape","RODRIGO SILVA ROSAL DE ARAJO","LUCIENE CHAVES DE AQUINO"
"analise epistemologica da producao cientifica em contabilidade","EDILSON PAULO","WENNER GLAUCIO LOPES LUCENA"
"caracterizacao de biomassas lignocelulosicas regionais para aproveitamento energetico no processo de pirolise rapida","GENARO ZENAIDE CLERICUZI","RENNIO FELIX DE SENA"
"estudo de mobilidade urbana como suporte ao planejamento do uso e ocupacao do solo do campus i da universidade federal da paraiba","ALUISIO BRAZ DE MELO","GEOVANY JESSE ALEXANDRE SILVA"
"educacao em saude e cuidado no contexto das doencas cronicas transmissiveis e nao transmissiveis: investigacao de estrategias de promocao da saude","JANA LUIZA TOSCANO MENDES DE OLIVEIRA","JULIANA SAMPAIO"
"qualidade pos-colheita de pedunculo de caju minimamente processado","HAISSA ROBERTA CARDARELLI","EDVALDO MESQUITA BELTRAO FILHO"
"correlatos valorativos dos atributos culturais do jeitinho brasileiro","SILVANA CARNEIRO MACIEL","MARIA DE FATIMA PEREIRA ALBERTO"
"ambientes virtuais 3d para treinamento de equipes","ALEXANDRE NOBREGA DUARTE","CLAUIRTON DE ALBUQUERQUE SIEBRA"
"investigacao da atividade psicofarmacologica dos extratos, fracoes e substancias de organismos marinhos em modelos animais utilizando roedores","MARIA DO SOCORRO DE FRANCA SILVA","ANNE EVELYNE FRANCO DE SOUZA"
"bioconversao dos pre-hidrolisados dos residuos das vargens de algaroba e bagaco do pedunculo do caju para producao de xilitol e etanol","MERCIA MELO DE ALMEIDA MOTA","VERUSCKA ARAUJO SILVA"
"perdas na ensilagem, perfil fermentativo, composicao bromatologica e estabilidade aerobia de silagens de sorgo aditivadas com ureia e inoculante microbiano","DIVAN SOARES DA SILVA","ANA PATRICIA ALMEIDA BEZERRA"
"diversidade e sazonalidade de artropodes em vegetacao de mata atlantica e caatinga no semiarido paraibano","FILLIPE SILVEIRA MARINI","DJAIL SANTOS"
"adubacao verde na melhoria das caracteristicas quimicas e fisicas do solo e no controle de plantas espontaneas em um pomar de goiabeira paluma: segundo ano de avaliacao","SILVANDA DE MELO SILVA","LOURIVAL FERREIRA CAVALCANTE"
"analise de desempenho de nanoestruturas de tio2 obtido pelo metodo pechini em celulas solares sensibilizadas por corante","SANDRO MARDEN TORRES","RICARDO PEIXOTO SUASSUNA DUTRA"
"infeccoes do trato gastrointestinal por helicobacter pylori","MAURUS MARQUES DE ALMEIDA HOLANDA","FLAVIA CRISTINA FERNANDES PIMENTA"
"identidade, tradicao de conhecimento e ecologia domestica no nordeste indigena: os potiguara como caso especifico, segunda etapa","JOAO MARTINHO BRAGA DE MENDONCA","ALICIA FERREIRA GONCALVES"
"avaliacao fisico-quimica e nutricional de produtos de castanha de caju(anacardium occidentale l.)","EVANDRO LEITE DE SOUZA","MARIA JOSE DE CARVALHO COSTA"
"estudo da atividade antioxidante de plantas do nordeste brasileiro sobre o metabolismo e sistema cardiovascular sobre ratos normotensos e hipertensos","ISLANIA GISELIA ALBUQUERQUE GONCALVES","MARIA DO SOCORRO DE FRANCA SILVA"
"utilizacao da palma forrageira (opuntia ficus-indica mill) na alimentacao de femeas suinas em fase pre-pubere","ROBERTO GERMANO COSTA","MARCELO LUIS RODRIGUES"
"agregacao de valor como alimento funcional para frutos de cactaceae de ocorrencia no semiarido","LAESIO PEREIRA MARTINS","EDNA URSULINO ALVES"
"analise dialelica do potencial ornamental em pimenteiras","BELISIA LUCIA MOREIRA TOSCANO DINIZ","JUSSARA ELLEN MORAIS FRAZAO"
"desenvolvimento experimental de uma central de ar condicionado por adsorcao com regeneracao por energia solar e gas natural","JOSE MAURICIO ALVES DE MATOS GURGEL","CRISTIANE KELLY FERREIRA DA SILVA"
"determinantes sociais contextuais das iniquidades na ocorrencia de carie dentaria em adolescentes: uma revisao sistematica","WILTON WILNEY NASCIMENTO PADILHA","ANDRESSA FEITOSA BEZERRA DE OLIVEIRA"
"correlacao clinico-ecocardiografica em pacientes hospitalizados com insuficiencia cardiaca sistolica e diastolica","ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE","EUTILIA ANDRADE MEDEIROS FREIRE"
"exigencias nutricionais de machos sindi em crescimento","ROBERTO GERMANO COSTA","LEONARDO AUGUSTO FONSECA PASCOAL"
"impacto do sistema de alimentacao sobre a qualidade do leite e do queijo de bovinos e caprinos no semiarido","MARIA LUCIA DA CONCEICAO","JAILANE DE SOUZA AQUINO"
"institucionalizacao da fonoaudiologia no ambito da saude publica brasileira","LUCIANA PIMENTEL FERNANDES DE MELO","GIORVAN ANDERSON DOS SANTOS ALVES"
"regressao beta inflacionada: inferencia e aplicacoes","HEMILIO FERNANDES CAMPOS COELHO","TATIENE CORREIA DE SOUZA"
"estudo teorico experimental da secagem de produtos agricolas em um secador solar","JOSE MAURICIO ALVES DE MATOS GURGEL","ANTONIO PRALON FERREIRA LEITE"
"correlatos existenciais da congruencia valorativa: uma analise a partir da finitude humana","SILVANA CARNEIRO MACIEL","ANA RAQUEL ROSAS TORRES"
"desenvolvimento de materiais catodicos para celulas a combustivel de oxido solido (sofc)","ELITON SOUTO DE MEDEIROS","RAMON ALVES TORQUATO"
"uso de pseudomonas aeruginosa na remocao de hidrocarbonetos do petroleo em sedimento suplementado com torta de algodao","EDUARDO DE JESUS OLIVEIRA","ANDREA FARIAS DE ALMEIDA"
"avaliacao da associacao entre polimorfismos da mthfr e retinopatia diabetica","CLAYTON ZAMBELI OLIVEIRA","CARLOS ALBERTO DE ALMEIDA GADELHA"
"heterogeneidade espaco-temporal e respostas as mudancas climaticas (grupo de trabalho 1.3 - os recifes e os ecossistemas coralinos","ROBERTO SASSI","GEORGE EMMANUEL CAVALCANTI DE MIRANDA"
"cuidados paliativos em oncologia: revisao integrativa da literatura na area da pediatria e da geriatria","MARTA MIRIAM LOPES COSTA CUNHA","MARIA EMILIA LIMEIRA LOPES"
"uso de materiais convencionais em pavimentacao","BELARMINO BARBOSA LIRA","HEBER PIMENTEL GOMES"
"prevalencia de parasitoses intestinais em pacientes atendidos no hospital universitario lauro wanderley, joao pessoa - paraiba.","LUCIO ROBERTO CANCADO CASTELLANO","CALIANDRA MARIA BEZERRA LUNA LIMA"
"quadro da arquitetura residencial em joao pessoa: historia, forma e modo de morar","MARCIO COTRIM CUNHA","IVAN CAVALCANTI FILHO"
"intervencao com uso de jogos virtuais eletronicos: percepcao de criancas e adolescentes obesos a cerca dos beneficios dos exergames nos dominios cognitivos, motores e psicossociais","AMILTON DA CRUZ SANTOS","IRAQUITAN DE OLIVEIRA CAMINHA"
"analise da microdureza de um composito nanoparticulado exposto a dieta liquida acida","CACILDA CHAVES MORAIS DE LIMA","HUGO LEMES CARLO"
"psicologia e arte na constituicao dos sujeitos em espacos educativos: uso de imagens e textos coletivos como registro e como dispositivos de intervencao institucional em um projeto de formacao de educadores","RENATA MONTEIRO GARCIA","FABIOLA DE SOUSA BRAZ AQUINO"
"acoes afirmativas no judiciario brasileiro: as audiencias publicas no supremo tribunal federal","ANA PAULA CORREIA DE ALBUQUERQUE DA COSTA","ADRIANO MARTELETO GODINHO"
"caracterizacao de lagos rasos do semi arido nordestino: ferramentas integradas na avaliacao da qualidade ecologica e recuperacao de ecossistemas aquaticos dos brejos de altitude","VENIA CAMELO DE SOUZA","RITA BALTAZAR DE LIMA"
"caracterizacao morfo-agronomica de sementes crioulas do estado da paraiba","RISELANE DE LUCENA ALCANTARA BRUNO","RAUNIRA DA COSTA ARAUJO"
"analise epidemiologica da idade das gestantes em joao pessoa - pb","VALDEREZ ARAUJO DE LIMA RAMOS","ROSALIA GOUVEIA FILIZOLA"
"a integralidade da atencao aos portadores de diabetes na atencao basica de saude","NEIDE MARIA GOMES DE LUCENA","PALLOMA RODRIGUES DE ANDRADE"
"letramento digital e a atuacao docente no vale do mamanguape","BETANIA PASSOS MEDRADO","TANIA LIPARINI CAMPOS"
"tiquinho de alegria: a palhacoterapia como estrategia de humanizacao da assistencia a crianca hospitalizada","ARISTIDES MEDEIROS LEITE","RILVA LOPES DE SOUSA MUNOZ"
"morfologia musical e invariancia","JOSE HENRIQUE PADOVANI VELLOSO","LUCIANA NODA"
"diagnostico da educacao nas escolas dos assentamentos rurais da paraiba","SWAMY DE PAULA LIMA SOARES","MARIA ZULEIDE DA COSTA PEREIRA"
"assinatura digital em mensagens de correio eletronico","EMEIDE NOBREGA DUARTE","MARCKSON ROBERTO FERREIRA DE SOUSA"
"avaliacao de um programa de saude bucal baseado em procedimentos de higiene bucal","BIANCA MARQUES SANTIAGO","PATRICIA MOREIRA RABELLO"
"desenvolvimento de metodologias analiticas alternativas para o monitorar a qualidade de alimentos usando analise termogravimetrica e quimiometria.","EDVAN CIRINO DA SILVA","WALLACE DUARTE FRAGOSO"
"genero e consumo no videoclipes: identidades femininas e construtos midiaticos no audiovisual","MARCOS ANTONIO NICOLAU","MARCEL VIEIRA BARRETO SILVA"
"aplicacoes de metodos de calibracao de ordem superior e resolucao multivariada de curvas","MARIA BETANIA HERMENEGILDO DOS SANTOS","SHERLAN GUIMARAES LEMOS"
"representacoes sociais da vulnerabilidade ao hiv/aids em idosos das unidades de estrategias de saude da familia","RONALDO BEZERRA DE QUEIROZ","MARIA DAS GRACAS MELO FERNANDES"
"bordas intraurbanas de cidades de porte medio: um estudo sobre a producao e a apropriacao do espaco em areas limitrofes da cidade de joao pessoa-pb, brasil","RONALDO BEZERRA DE QUEIROZ","HAMILCAR JOSE ALMEIDA FILGUEIRA"
"elaboracao de um codigo semi-empirico paralelo","ELIZETE VENTURA DO MONTE","SILMAR ANDRADE DO MONTE"
"estudo do movimento quantico de particulas em espacos curvos","PAULO SERGIO RODRIGUES DA SILVA","CARLOS ANTONIO DE SOUSA PIRES"
"estudos semantico-argumentativos de generos do discurso: generos academicos e formulaicos (esagd)","MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA","RAQUEL BASILIO DA CUNHA DIAS DE MELO"
"estudos da dinamica da caatinga em funcao do impacto decorrente da taxa de lotacao","EDSON MAURO SANTOS","ANA PATRICIA ALMEIDA BEZERRA"
"liquidos ionicos quirais baseados em aminoacidos: sintese e caracterizacao","BRUNO FREITAS LIRA","MARIO LUIZ ARAUJO DE ALMEIDA VASCONCELLOS"
"produtos naturais e/ou sinteticos bioativos com potencial terapeutico hipotensor estudos in vivo e in vitro","LEONIA MARIA BATISTA","BARBARA VIVIANA DE OLIVEIRA SANTOS"
"caracterizacao dos grafismos rupestres do carir ocidental","ENOQUE FEITOSA SOBREIRA FILHO","ANTONIO GOUVEIA DE SOUZA"
"diferentes variedades de palma forrageira na alimentacao de cabras leiteiras no semiarido paraibano","JULIANA SILVA DE OLIVEIRA","LARA TOLEDO HENRIQUES"
"criterios de comparacao de modelos de seires temporais","HEMILIO FERNANDES CAMPOS COELHO","TARCIANA LIBERAL PEREIRA"
"avaliacao de proposta de qualificacao de recursos humanos e programacao no programa saude da familia","FRANKLIN DELANO SOARES FORTE","MARIZE RAQUEL DINIZ DA ROSA"
"fisiologia, qualidade e potencial de mercado de cultivares de abacaxi tradicionais e introduzidas na paraiba produzidas sob manejo organico e convencional","CARLOS HENRIQUE DE BRITO","ALBERICIO PEREIRA DE ANDRADE"
"sintese de novos analogos do acido rosmarinico","JULIANA ALVES VALE","JOSE RODRIGUES DE CARVALHO FILHO"
"avaliacao psicologica de idosos institucionalizados: qualidade de vida e incidencia de transtornos afetivos e quadros demencial","PATRICIA NUNES DA FONSECA","ANA RAQUEL ROSAS TORRES"
"interferencia quimica vegetal: aplicacoes da alelopatia em ecossistemas naturais e agroecossistemas","BELISIA LUCIA MOREIRA TOSCANO DINIZ","LAESIO PEREIRA MARTINS"
"investigacao do efeito imunomodulador do genero dictyota em modelos de inflamacao aguda","MARCIA REGINA PIUVEZAM","GICIANE CARVALHO VIEIRA"
"qualidade fisiologica e armazenamento de sementes da invasora cryptostegia madagascariensis bojer ex decne. utilizando diferentes embalagens e ambientes","SILVANIA MARIA DE SOUZA GOMES NASCIMENTO","ALBERICIO PEREIRA DE ANDRADE"
"educacao escolar primaria na parahyba do norte: escolarizar para a civilidade e progresso social (1864-1883)","RODRIGO SILVA ROSAL DE ARAJO","LUCIENE CHAVES DE AQUINO"
"novas abordagens na utilizacao do algoritmo de berlekamp-massey e de suas variantes em teste de circuitos integrados","ALBERTO SOTO LOCK","RUY ALBERTO PISANI ALTAFIM"
"microfinancas solidarias e desenvolvimento no estado da paraiba: reciprocidade, territorio e mercado.","MONICA LOURDES FRANCH GUTIERREZ","FABIO MURA"
"filtro ativo de potencia paralelo a partir de conversores estaticos interconectados","DARLAN ALEXANDRIA FERNANDES","SIMPLICIO ARNAUD DA SILVA"
"monitoracao das respostas fisiologicas as cargas de treinamento em atletas profissionais e recreacionais","MARIA DO SOCORRO CIRILO DE SOUSA","LUCIANO MEIRELES DE PONTES"
"desenvolvimento de metodos validados para determinacao de nitrogenio em solo usando espectroscopia nir e calibracao multivariada","MARIO CESAR UGULINO DE ARAUJO","LILIANA DE FATIMA BEZERRA LIRA DE PONTES"
"exposicao ao sol e fotoprotecao em pacientes portadores de lupus eritematoso sistemico (les)","VIRGINIA ANGELA MENEZES DE LUCENA E CARVALHO","FLAVIA CRISTINA FERNANDES PIMENTA"
"cadeirantes: acessibilidade das pessoas com necessidades especiais","MARIA LUIZA PEREIRA DE ALENCAR MAYER FEITOSA","ZAQUEU ERNESTO DA SILVA"
"analisando os resultados praticos do direito do consumidor em tempos virtuais","JULIANA TOLEDO A. ROCHA","MARIA CREUSA DE ARAUJO BORGES"
"influencia da exposicao solar no perfil de metilacao de dna em celulas da pele:associacao com a expressao proteica","ANA EMILIA BARROS E SILVA","ELEONIDAS MOURA LIMA"
"mensuracao da qualidade de vida subjetiva das consumidoras da classe c de joao pessoa/pb","BRIVALDO ANDRE MARINHO DA SILVA","RITA DE CASSIA DE FARIA PEREIRA"
"acoes da angiotensina-(1-7) na proliferacao de cardiomiocitos e regeneracao cardiaca","EDUARDO DE JESUS OLIVEIRA","ANDREA FARIAS DE ALMEIDA"
"dinamica folicular em vacas bos indicus x bos taurus submetidas a iatf","DANILA BARREIRO CAMPOS","SILDIVANE VALCACIA SILVA"
"reabilitacao de redes de distribuicao de agua","BELARMINO BARBOSA LIRA","RICARDO ALMEIDA DE MELO"
"variacoes anatomicas da irrigacao arterial do sistema digestorio avaliadas por metodos de diagnostico por imagem","EDUARDO SERGIO SOARES SOUSA","CARLOS FERNANDO DE MELLO JUNIOR"
"sinteses de quatro novos adutos de morita-baylis-hillman com potenciais atividades leishmanicidas, projetados a partir de estudos quantitativos entre estruturas e atividades biologicas (qsar)","RODRIGO CRISTIANO","KRISTERSON REINALDO DE LUNA FREIRE"
"efeitos de um protocolo de 8 semanas de treinamento de forca com restricao de fluxo sanguineo sobre o somatotipo e a composicao corporal de individuos infectados pelo virus hiv","KATIA SUELY QUEIROZ SILVA RIBEIRO","MARIA DE FATIMA ALCANTARA BARROS"
"coorte de nascimentos de joao pessoa: efeitos da inseguranca alimentar na saude materna e no crescimento e desenvolvimento infantil","MARIA DA CONCEICAO RODRIGUES GONCALVES","FLAVIA EMILIA LEITE DE LIMA FERREIRA"
"desenvolvimento de sistemas eficientes de producao de leite caprino no semiarido em bases sustentaveis","PATRICIA EMILIA NAVES GIVISIEZ","ITALO DE SOUZA AQUINO"
"efeito da linhaca (linum usitatissimum l.) como fonte de fibra na formulacao do sorvete a base de leite caprino","INGRID CONCEICAO DANTAS GUERRA","RICARDO TARGINO MOREIRA"
"acao trofobiotica de biofertilizante liquido sobre bioecologia de insetos fitofagos em laranjeiras (citrus sinensis l. ) e tangerineiras (citrus reticulata blanco)","NIVANIA PEREIRA DA COSTA","LEONALDO ALVES DE ANDRADE"
"analise do acolhimento em uma maternidade publica do municipio de joao pessoa","GEORGIA FREIRE PAIVA WINKELER","SIMONE HELENA DOS SANTOS OLIVEIRA"
