Projeto:,Avaliador 1:,Avaliador 2:
analise do ensino-aprendizagem de literatura pela experiencia estetica: a leitura como processo autotradutivo,MARIA LUCIA DA SILVA NUNES,LUCIENE CHAVES DE AQUINO
avaliacao do potencial probiotico de bacterias acido-lacticas isoladas de subprodutos do processamento de frutas cultivadas no nordeste brasileiro,JOSE LUIZ DE BRITO ALVES,GEIZA ALVES AZEREDO DE OLIVEIRA
"liberacao ecologica de endoparasitos e lagartos em areas de floresta tropical atlantica, nordeste da regiao neotropical",MARIA CRISTINA BASILIO CRISPIM DA SILVA,LINCOLN ELOI DE ARAUJO
analise do efeito do clareamento dental na remocao de pigmentacoes e na resistencia de uniao de compositos bulk fill.,SABRINA GARCIA DE AQUINO,ROSANGELA MARQUES DUARTE
a narrativa fantastica na literatura brasileira,ELAINE CRISTINA CINTRA,DANIELA MARIA SEGABINAZI
operadores que melhoram a somabilidade de sequencias,UBERLANDIO BATISTA SEVERO,FAGNER DIAS ARARUNA
sistema de open peer review sob a otica de editores das revistas de ciencia da informacao classificadas pelo sistema qualis da coordenacao de aperfeicoamento de pessoal de nivel superior,EMEIDE NOBREGA DUARTE,IZABEL FRANCA DE LIMA
qualidade de leite e queijo de cabras alimentadas com subproduto agroindustrial da goiaba (psidium guajava l.) em substituicao ao feno de tifton (cynodon spp),PAULO SERGIO DE AZEVEDO,LEONARDO AUGUSTO FONSECA PASCOAL
"condicoes de saude, qualidade de vida e representacoes sociais de idosos atendidos nas unidades de saude da familia (etapa ii)",PATRICIA SERPA DE SOUZA BATISTA,MARIA JULIA GUIMARAES OLIVEIRA SOARES
processo biotecnologico de producao de arabitol a partir do hidrolisado do sisal (agave sisalana),SILVIA LAYARA FLORIANI ANDERSEN,GENARO ZENAIDE CLERICUZI
identificacao de potenciais alvos biotecnologicos em corynebacterium ulcerans baseado na rede de interacao proteina-proteina,KRISTERSON REINALDO DE LUNA FREIRE,FABIOLA DA CRUZ NUNES
fortalecimento da cadeia produtiva de feijao-fava no brejo paraibano,LOURIVAL FERREIRA CAVALCANTE,SILVANDA DE MELO SILVA
avaliacao de risco a saude humana e ambiental de proteinas e peptideos  com elevado potencial para aplicacao biotecnologica,LUCIANO COUTINHO SILVA,VALDIR DE ANDRADE BRAGA
a educacao e as educadoras nos jornais paraibanos do seculo xx:escritos de e sobre mulheres (1955-1960),MARIA LUCIA DA SILVA NUNES,ALBA CLEIDE CALADO WANDERLEY
uso da rmn 1h na no monitoramento da degradacao de aditivos antioxidantes aplicados a oleos comestiveis,NEIDE QUEIROZ,JAILTON DE SOUZA FERRARI
estudo comparativo entre os ciclos de avaliacao externa do pmaq-ab com base nos fatores associados a satisfacao do usuario quanto aos cuidados ofertados na atencao basica em saude,FREDERICO BARBOSA DE SOUSA,BIANCA MARQUES SANTIAGO
fatores envolvidos na perda de peso induzida pelo treinamento fisico,JOSE CAZUZA DE FARIAS JUNIOR,GILMARIO RICARTE BATISTA
"resposta do abacaxizeiro perola as doses de n, p, k, s, calagem e micronutrientes em solos de tabuleiros costeiros paraibanos",RAPHAEL MOREIRA BEIRIGO,ADAILSON PEREIRA DE SOUZA
politicas de regulacao das empresas transnacionais de  energia e mineracao por violacoes aos direitos humanos  na america latina,ROBSON ANTAO DE MEDEIROS,JAILSON JOSE GOMES DA ROCHA
producao de quitosana microbiologica atraves de meios alternativos de baixo custo para utilizacao no controle do crescimento in vitro de fitopatogeno da manga,ADNA CRISTINA BARBOSA DE SOUSA,KRYSTYNA GORLACH LIRA
efeitos da suplementacao de oleo de coco sobre a pressao arterial de pacientes hipertensos,SILDIVANE VALCACIA SILVA,RAFAEL DE ALMEIDA TRAVASSOS
metodos variacionais aplicados a equacoes diferenciais elipticas envolvendo crescimento critico,JOEDSON SILVA DOS SANTOS,JAMILSON RAMOS CAMPOS
influencia da irradiancia da fonte fotoativadora na degradacao hidrolitica de compositos bulk fill,ANDRE ULISSES DANTAS BATISTA,ANA KARINA MACIEL DE ANDRADE
continuo gestuo-vocal: aprofundando a matriz gesto-fala com foco na sincronia  em aquisicao da linguagem,MARCIO MARTINS LEITAO,EVANGELINA MARIA BRITO DE FARIA
voz do professor: analise dos efeitos de um programa de intervencao,ISABELLE CAHINO DELGADO,LUCIANA CABRAL FIGUEIREDO
memoria historica de instituicoes educacionais em direitos humanos: o nucleo de cidadania e direitos humanos - ncdh - da ufpb (2007-2015),FABIANA SENA DA SILVA,TANIA RODRIGUES PALHANO
avaliacao de trabalhadores de uma unidade de alimentacao e nutricao com sobrepeso ou obesidade associado ao estresse oxidativo no municipio de joao pessoa-pb,FLAVIA EMILIA LEITE DE LIMA FERREIRA,EVANDRO LEITE DE SOUZA
equacoes diferenciais aplicadas em vigas e fluidos,JOEDSON SILVA DOS SANTOS,UBERLANDIO BATISTA SEVERO
pesquisas em educacao e visualidade:  investigando a presenca da imagem visual na producao de dissertacoes e teses da pos-graduacao academica em educacao do nordeste ? o caso das federais (2000-2015),JEANE FELIX DA SILVA,ANA DORZIAT BARBOSA DE MELO
promocao da saude mental em agentes de seguranca penitenciaria,CLEIDE PEREIRA MONTEIRO,ZAETH AGUIAR DO NASCIMENTO
otimizacao do consumo de energia em redes de sensores sem fio,KLEBER CARNEIRO DE OLIVEIRA,WASLON TERLLIZZIE ARAUJO LOPES
"fisica dos neutrinos, materia escura e massa do higgs em extensoes do modelo padrao supersimetrico minimo",PAULO SERGIO RODRIGUES DA SILVA,DIONISIO BAZEIA FILHO
tarefa informatizada de memoria de trabalho: construcao de um banco de itens,THIAGO ANTONIO AVELLAR DE AQUINO,CARMEN WALENTINA AMORIM GAUDENCIO BEZERRA
as queixas subjetivas de memoria prospectiva e retrospectiva: um analise dos fatores de protecao e vulnerabilidade em idosos sem demencia,CARLA ALEXANDRA DA SILVA MOITA MINERVINO,MELYSSA KELLYANE CAVALCANTI GALDINO
efeito de um programa de treinamento fisico perfil glicemico e pressao arterial de diabeticos tipo 2,IRAQUITAN DE OLIVEIRA CAMINHA,LUCIANO MEIRELES DE PONTES
avaliacao dos efeitos induzidos pelo borneol no sistema cardiovascular de ratos normotensos e hipertensos,DANIELA PRISCILA MARCHI SALVADOR,ISAC ALMEIDA DE MEDEIROS
avaliacao e difusao de genotipos precoces e de maior potencial produtivo de feijao-fava,LAESIO PEREIRA MARTINS,NAYSA FLAVIA FERREIRA DO NASCIMENTO
bioprospeccao de proteinas biologicamente ativas em tuberculos nativos e cultivados no nordeste brasileiro,SABRINA GARCIA DE AQUINO,TATIANE SANTI GADELHA
"fisiologia da maturacao, qualidade e agregacao de valor em frutos de importancia socioeconomica para o semi-arido",RISELANE DE LUCENA ALCANTARA BRUNO,EDNA URSULINO ALVES
sintese de hibridos inorganicos-organicos derivados de argilominerais e suas aplicacoes para adsorcao de biomoleculas,MRCIA REJANE SANTOS DA SILVA,ARY DA SILVA MAIA
cibericonografia: estudo semiotico das linguagens hibridas e iconograficas nas telas digitais interativas da cibercultura,MARCEL VIEIRA BARRETO SILVA,IZABEL FRANCA DE LIMA
alocacao e dimensionamento otima de paneis fotovoltaicos na ufpb,KLEBER CARNEIRO DE OLIVEIRA,FABRICIO BRAGA SOARES DE CARVALHO
analise da aplicacao da metodologia problematizadora na formacao em saude na ufpb,GERALDO EDUARDO GUEDES DE BRITO,PEDRO JOSE SANTOS CARNEIRO CRUZ
um olhar sobre o processo de trabalho do nasf: uma analise a partir do 2o ciclo de avaliacao externa do pmaq-ab no estado da paraiba,PEDRO JOSE SANTOS CARNEIRO CRUZ,ANA CLAUDIA CAVALCANTI PEIXOTO DE VASCONCELOS
novos compostos heteronucleares de dicetonatos de ions lantanideos contendo unidades organometalicas,IEDA MARIA GARCIA DOS SANTOS,JULIO SANTOS REBOUCAS
melhoramento de pimenteiras ornamentais: fase ii,RAPHAEL MOREIRA BEIRIGO,RAPHAEL ABRAHAO
analise de snps em genes relacionados ao estresse oxidativo e variaveis ambientais como fatores de risco para fissuras labiopalatinas nao-sindromicasa,CARLOS ALBERTO DE ALMEIDA GADELHA,TATIANE SANTI GADELHA
"o usuario diabetico diante da doenca: conhecimento, atitude e praticas de autocuidado",SERGIO RIBEIRO DOS SANTOS,MARIA DAS GRACAS MELO FERNANDES
literatura indigena em lingua inglesa: escrita literaria e trauma colonial,GENILDA ALVES DE AZEREDO,KARINA CHIANCA VENANCIO
contribuicao para determinacao de agrotoxicos e fungos produtores de micotoxinas em amostras de arroz (oryza sativa l.) comercializados em mercados publicos da cidade de joao pessoa,MARGARETH DE FATIMA FORMIGA MELO DINIZ,LUCIANA LUCENA ARANHA DE MACEDO
"biologia reprodutiva de especies simpatricas de orchidaceae em fragmentos de floresta atlantica da paraiba, nordeste do brasil",NADJACLEIA VILAR ALMEIDA,LINCOLN ELOI DE ARAUJO
desenvolvimento de cermets cu-cgo como anodos de celula a combustivel,KELLY CRISTIANE GOMES DA SILVA,HEBER SIVINI FERREIRA
a construcao discursiva de identidades em dicionarios de lingua portuguesa,MARIA REGINA BARACUHY LEITE,ERIVALDO PEREIRA DO NASCIMENTO
comunidades de abelhas e interacoes planta-polinizador em areas com diferentes niveis de urbanizacao,FABIANA LOPES ROCHA,HELDER FARIAS PEREIRA DE ARAUJO
estudo da esfoliacao de oxinitretos lamelares a base de niobio,MRCIA REJANE SANTOS DA SILVA,IEDA MARIA GARCIA DOS SANTOS
impacto de intervencao fisioterapeutica em usuarios do sistema unico de saude portadores de disfuncao temporomandibular,MARIA DE FATIMA ALCANTARA BARROS,MOEMA TEIXEIRA MAIA
metodos eletroanaliticos para a determinacao de contaminantes emergentes,LUCIANO FARIAS DE ALMEIDA,MARIA BETANIA HERMENEGILDO DOS SANTOS
avaliacao dos perfis de resistencia e geneticos de estirpes de salmonella enterica subespecie enterica sorotipo heidelberg isoladas de fontes avicolas e humana,DANILO TANCLER STIPP,DANILA BARREIRO CAMPOS
literatura e cinema: a adaptacao filmica como pratica,LIANE SCHNEIDER,KARINA CHIANCA VENANCIO
novos materiais hibridos organico-inorganicos luminescentes contendo complexos de ions lantanideos ligados covalentemente as superficies de vermiculita,FAUSTHON FRED DA SILVA,ARY DA SILVA MAIA
variacao linguistica no estado da paraiba: atitude e  percepcao,TANIA LIPARINI CAMPOS,ROSEANE BATISTA FEITOSA NICOLAU
diversidade funcional da taxocenose de besouros escarabeineos (coleoptera: scarabaeidae) do estado da paraiba,FABIANA LOPES ROCHA,MIODELI NOGUEIRA JUNOR
"caractersticas nutricionais, bioacessibilidade de compostos bioativos e potencialidades de explorao de frutas tropicais exticas como perspectivas para o avano do agronegcio no nordeste",ANGELA MARIA TRIBUZY DE MAGALHAES CORDEIRO,MARTA SUELY MADRUGA
determinacao de nitrato e nitrito em aguas doces e salinas por dois metodos espectrofotometricos,LUCIANO FARIAS DE ALMEIDA,MARIO CESAR UGULINO DE ARAUJO
"um framework logico para sistemas concorrentes epistemicos, temporais e espaciais",TIAGO PEREIRA DO NASCIMENTO,LEONARDO VIDAL BATISTA
elaboracao e caracterizacao de leite acidofilo caprino,JOSE LUIZ DE BRITO ALVES,JAILANE DE SOUZA AQUINO
a sociedade civil sob vigilancia: atuacao do servico nacional de informacao (sni) na paraiba (1964-1985),TIAGO BERNARDON DE OLIVEIRA,CLAUDIA ENGLER CURY
estudo sobre a adocao e a implantacao de praticas de producao enxuta em empresas da industria calcadista paraibana,CLAUDIA FABIANA GOHR,MARIA SILENE ALEXANDRE LEITE
efeito de solucoes a base de produtos naturais na aderencia e viabilidade de  c. albicans em resina acrilica,ANA KARINA MACIEL DE ANDRADE,ROBINSOM VIEGAS MONTENEGRO
"integracao dos dados perceptivo-auditivos, acusticos e de autoavaliacao em pacientes com diferentes disturbios da voz",HANNALICE GOTTSCHALCK CAVALCANTI,LEANDRO DE ARAUJO PERNAMBUCO
modelos biomimeticos de oxidorredutases como potenciais metalofarmacos redox-ativos,MRCIA REJANE SANTOS DA SILVA,IEDA MARIA GARCIA DOS SANTOS
avaliacao do efeito do liofilizado do vinho tinto riosol do vale do sao francisco sobre as alteracoes vasculares induzidas pela hipertensao arterial essencial,MATHEUS MORAIS DE OLIVEIRA MONTEIRO,MARIA DO SOCORRO DE FRANCA SILVA
avaliacao dos efeitos do tratamento cronico da fracao aquosa do extrato etanolico das folhas de cissampelos sympodialis eichl. sobre o sistema cardiopulmonar e reatividade vascular pulmonar de ratos com hipertensao pulmonar,MATHEUS MORAIS DE OLIVEIRA MONTEIRO,MARIA DO SOCORRO DE FRANCA SILVA
biogeografia de aves associadas as florestas estacionais deciduais secas da america do sul,MIODELI NOGUEIRA JUNOR,CELSO FEITOSA MARTINS
condicao  de saude bucal de pacientes com neoplasia de cabeca e pescoco  e as repercussoes na qualidade de vida,FREDERICO BARBOSA DE SOUSA,BIANCA MARQUES SANTIAGO
desenvolvimento de eletroceramicas a base de ceria (ceo2),MARCAL ROSAS FLORENTINO LIMA FILHO,MAX ROCHA QUIRINO
manuais de civilidade na imprensa da paraiba oitocentista: indicios de praticas educativas.,PAULO GIOVANI ANTONINO NUNES,VILMA DE LURDES BARBOSA
o processo de producao do conhecimento no servico social a luz do legado da modernidade a emersao da pos-modernidade: um estado da arte das dissertacoes de mestrado do ppgss/ubpb,ALINE MARIA BATISTA MACHADO,LUCIANA BATISTA DE OLIVEIRA CANTALICE
implantacao de um sistema de aprendizagem-em-acao na educacao em administracao,ANA LUCIA DE ARAUJO LIMA COELHO,MARCIO ANDRE VERAS MACHADO
producao de biossurfactantes por bacterias isoladas dos ambientes marinhos,LUCIA RAQUEL RAMOS BERGER,ANA CAROLINA BERNARDES DULGHEROFF
analise de indicadores municipais e do processo de gestao em saude,GERALDO EDUARDO GUEDES DE BRITO,KATIA SUELY QUEIROZ SILVA RIBEIRO
"relacoes de genero em cursos masculinos: engenharias mecanica e civil, fisica, matematica e ciencia da computacao",MARIA DO SOCORRO XAVIER BATISTA,ANA DORZIAT BARBOSA DE MELO
"sintese, atividade antimicrobiana e imunologica de nanofibras polimericas conjugadas com drogas com acao antileishimaniose",RONALDO RODRIGUES SARMENTO,MARILIA GABRIELA DOS SANTOS CAVALCANTI
componentes de diversidade e estrategias de conservacao das serpentes da floresta atlantica no centro de endemismo pernambuco,NADJACLEIA VILAR ALMEIDA,LINCOLN ELOI DE ARAUJO
estudo por ressonancia magnetica da craniometria em populacoes do nordeste brasileiro para avaliacao da invaginacao basilar,SEVERINO AIRES DE ARAUJO NETO,GILKA PAIVA OLIVEIRA COSTA
a visao do professor e suas atitudes frente a inclusao da crianca deficiente auditiva na escola,ANA CARLA ESTELLITA VOGELEY,DEBORA VASCONCELOS CORREIA
terapia combinada (neuroestimulacao e intervencao cognitiva) na doenca de alzheimer em estagio inicial: um analise da resposta aos testes neuropsicologicos,NELSON TORRO ALVES,FABIOLA DA SILVA ALBUQUERQUE
atividade enzimatica de bacterias associadas aos cnidarios dos recifes costeiros da paraiba,LUCIA RAQUEL RAMOS BERGER,ANA CAROLINA BERNARDES DULGHEROFF
elaboracao e caracterizacao de iogurte caprino adicionado de geleia de xiquexique (pilosocereus gounellei),FLAVIA EMILIA LEITE DE LIMA FERREIRA,JAILANE DE SOUZA AQUINO
abordagens inovadoras em sistemas de drenagem urbana,ELISANGELA MARIA RODRIGUES ROCHA,CARMEM LUCIA MOREIRA GADELHA
efeitos do tratamento cinesionterapeutico sobre a postura em pacientes submetidos a cirurgia oncologica de mama,ADRIANA CARLA COSTA RIBEIRO CLEMENTINO,ELIANE ARAUJO DE OLIVEIRA
"resposta imunologica na dengue, chikungunya e zika: correlacao entre marcadores imunologicos e prognostico da doenca em humanos",SANDRA RODRIGUES MASCARENHAS,MARCIA REGINA PIUVEZAM
"investigacao de lectinas: isolamento, purificacao e atividade biologica",CARLOS ALBERTO DE ALMEIDA GADELHA,DARLENE CAMATI PERSUHN
retardo do diagnostico da tuberculose em pessoas idosas: acoes do enfermeiro em municipios da regiao da grande joao pessoa - pb,SELENE CORDEIRO VASCONCELOS,WILMA DIAS DE FONTES PEREIRA
frequencia e fatores associados as alteracoes da degluticao e voz em idosos atendidos no hospital universitario lauro wanderley (hulw/ufpb),GIORVAN ANDERSON DOS SANTOS ALVES,MARIA FABIANA BONFIM DE LIMA SILVA
analise nao-linear e equacoes diferenciais parciais elipticas,NACIB ANDRE GURGEL E ALBUQUERQUE,JOEDSON SILVA DOS SANTOS
producao de queijo parmesao caprino - uma alternativa para a producao leiteira,SOLANGE DE SOUSA,RICARDO TARGINO MOREIRA
promocao de comportamentos proativos em reeducandos que trabalham na secretaria de administracao penitenciaria (seap),CLEONICE PEREIRA DOS SANTOS CAMINO,ANA ALAYDE WERBA SALDANHA PICHELLI
gente negra no nordeste oitocentista: arranjos familiares e redes de sociabilidades,TIAGO BERNARDON DE OLIVEIRA,JOSINEIDE DA SILVA BEZERRA
novos paradigmas para materia escura e massa de neutrinos,CARLOS ANTONIO DE SOUSA PIRES,DIONISIO BAZEIA FILHO
assimetria cerebral na percepcao de emocoes faciais dinamicas apos acidente vascular cerebral,SUELLEN MARY MARINHO DOS SANTOS ANDRADE,FABIOLA DA SILVA ALBUQUERQUE
diagnosticos de enfermagem da classe atividade/exercicio em idosos hospitalizados,JACIRA DOS SANTOS OLIVEIRA,MIRIAN ALVES DA SILVA
prrocessamento anaforico intrassentencial e a teoria da ligacao,MARIANNE CARVALHO BEZERRA CAVALCANTE,EVANGELINA MARIA BRITO DE FARIA
termografia nos esportes,MARIA DE FATIMA ALCANTARA BARROS,ELIANE ARAUJO DE OLIVEIRA
o ciclo de alfabetizacao  e o uso de tecnologias: um diagolo possivel?,MARIANNE CARVALHO BEZERRA CAVALCANTE,MARCIO MARTINS LEITAO
modelagem de dados simbolicos de natureza intervalar,MARCELO RODRIGO PORTELA FERREIRA,LAZARO DE SOUTO ARAUJO
"mundo negro, mundo atlantico: culturas historicas e intelectuais antirracistas na segunda metade do seculo xx (1948-2003).",CARLA MARY DA SILVA OLIVEIRA,CLAUDIA CRISTINA DO LAGO BORGES
analise da vazao e precipitacao  do rio piracicaba nas sub bacias do rio atiabaia e jaguari atraves da entropia em janelas moveis.,RONEI MARCOS DE MORAES,HEMILIO FERNANDES CAMPOS COELHO
trabalhadores urbanos e suas associacoes no nordeste da primeira republica: elementos para interpretacao de sua historia.,SERIOJA RODRIGUES CORDEIRO MARIANO,PAULO GIOVANI ANTONINO NUNES
relacionamentos interorganizacionais como fonte de vantagem colaborativa,MARIA SILENE ALEXANDRE LEITE,RICARDO MOREIRA DA SILVA
os franciscanos e a pedagogia serafica: instrucao e historia da leitura nas capitanias/ provincias do norte do estado do brasil (seculos xviii e xix),SERIOJA RODRIGUES CORDEIRO MARIANO,SOLANGE PEREIRA DA ROCHA
o estado da arte sobre educacao popular na pos-graduacao paraibana: servico social e educacao (1980- 2016),BERNADETE DE LOURDES FIGUEIREDO DE ALMEIDA,LUCIANA BATISTA DE OLIVEIRA CANTALICE
ecologia e biodiversidade de termitas em ecossistemas do nordeste brasileiro,MIODELI NOGUEIRA JUNOR,CELSO FEITOSA MARTINS
teoria impura do direito: o juridico nos contextos cientifico e politico (1870 a 1940),PEDRO PARINI MARQUES DE LIMA,ADRIANA DIAS VIEIRA
a liberdade politica do cidadao : limites e novas funcoes a luz do constitucionalismo democratico,MARCILIO TOSCANO FRANCA FILHO,JAILTON MACENA DE ARAUJO
oferta e distribuicao de profissionais de saude no brasil: impacto e percepcoes sobre o programa mais medicos,TALITHA RODRIGUES RIBEIRO FERNANDES PESSOA,FRANKLIN DELANO SOARES FORTE
a seguranca energetica brasileira no contexto domestico e internacional,MARCOS ALAN SHAIKHZADEH VAHDAT FERREIRA,LILIANA RAMALHO FROIO
unidades inteligentes com controle de qualidade de energia e injecao de potencia ativa aplicadas a smart grids,ROMERO LEANDRO ANDERSEN,NADY ROCHA
um estudo sobre as mulheres em situacao de carcere  no estado da paraiba,JAILTON MACENA DE ARAUJO,NEWTON DE OLIVEIRA LIMA
construcao de diagramas de estado para frutas tropicais brasileiras como ferramenta de apoio tecnologico a processamento e estocagem de alimentos,PRISCILLA DINIZ LIMA DA SILVA BERNARDINO,MARCIANE MAGNANI
as atuais tendencias teorico-metodologicas da producao do conhecimento em servico social no brasil: anos 2000 a 2016,BERNADETE DE LOURDES FIGUEIREDO DE ALMEIDA,ALINE MARIA BATISTA MACHADO
"turismo, analise de redes sociais e capital social na regiao turistica do brejo da paraiba/brasil",DAISY BESERRA LUCENA,FRANCISCO COELHO MENDES
invencoes psicoticas: corpo e laco social,SANDRA SOUZA DA SILVA,ZAETH AGUIAR DO NASCIMENTO
inclusao produtiva sustentavel: desafios enfrentados pelas juventudes rurais,GUTTEMBERG DA SILVA SILVINO,MARIA JOSE ARAUJO WANDERLEY
discursos judiciais sobre a dignidade humana: espacos de protecao da individualidade em disputa,PEDRO PARINI MARQUES DE LIMA,GISCARD FARIAS AGRA
efeito da eletrolipolise e da atividade aerobica no tecido adiposo subcutaneo abdominal de mulheres jovens: ensaio clinico controlado randomizado,JOSE JAMACY DE ALMEIDA FERREIRA,MOEMA TEIXEIRA MAIA
avaliacao da qualidade frutos de sapoti,WILLIAME FARIAS RIBEIRO,MARIO CESAR UGULINO DE ARAUJO
producao de hortalicas cultivadas em garrafas pet sob diferentes adubacoes,LAESIO PEREIRA MARTINS,WALTER ESFRAIN PEREIRA
estudo da secagem de ovo em camada de espuma (foam -mat drying),VIVIAN STUMPF MADEIRA,VERUSCKA ARAUJO SILVA
a relacao teoria e pratica nos cursos de formacao de professor,MONICA DIAS PALITOT,MARIA ALVES DE AZEREDO
estudo de metodos numericos aplicados a analise de estruturas,JOAO ALVES DE LIMA,ABEL CAVALCANTE LIMA FILHO
avaliacao do risco cardiovascular global pelo escore de framingham em pacientes com doenca hepatica gordurosa nao alcoolica (dhgna) acompanhados no hospital universitario lauro wanderley,MAURUS MARQUES DE ALMEIDA HOLANDA,EUTILIA ANDRADE MEDEIROS FREIRE
"impactos do lancamento de efluentes industriais na qualidade da agua do riacho mussure, na bacia hidrografica do rio gramame ? pb",ELISANGELA MARIA RODRIGUES ROCHA,ADRIANO ROLIM DA PAZ
modelo de selecao de portfolio baseado em fatores comuns extraidos dos fatores fundamentalistas das acoes,RENATA FRANCISCO BALDANZA,ANIELSON BARBOSA DA SILVA
design e patrimonio na cidade de rio tinto.,IZABELA SOUZA LOPES RANGEL,ANGELICA DE SOUZA GALDINO ACIOLY
ferramenta computacional na deteccao automatica de acidente vascular cerebral agudo e subagudo,CARLOS FERNANDO DE MELLO JUNIOR,LEINA YUKARI ETTO
"capacidade preditora de escores clinicos e epidemiologicos (framingham, indice tornozelo braco) comparados ao escore de gensini para doenca coronariana: estudo de acuracia",ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE,ESTHER BASTOS PALITOT
avaliando a vulnerabilidade a recorrencia de gravidez na adolescencia: uma coorte com adolescentes com experiencia obstetrica.,IAPONIRA CORTEZ COSTA DE OLIVEIRA,EDUARDO SERGIO SOARES SOUSA
avaliando o analogo do gnrh como opcao nao invasiva para tratamento de miomatose uterina em alternativa a histerectomia,IAPONIRA CORTEZ COSTA DE OLIVEIRA,EDUARDO SERGIO SOARES SOUSA
precipitacao no alto sertao da paraiba: analise da tendencia,JONAS OTAVIANO PRACA DE SOUZA,CAMILA CUNICO
estudos pre-clinicos de monoterpenos no sistema nervoso central,FLAVIO FREITAS BARBOSA,NATANAEL ANTONIO DOS SANTOS
elaboracao de farinha de batata-doce na formulacao de produtos panificaveis .,CAROLINA LIMA CAVALCANTI DE ALBUQUERQUE,INGRID CONCEICAO DANTAS GUERRA
"uso de jogos virtuais eletronicos, fatores motivacionais e excesso de peso em adolescentes da rede publica estadual de ensino de joao pessoa",FILIPE FERREIRA DA COSTA,ALEXANDRE SERGIO SILVA
eeg de baixo custo e inteligencia artificial para diagnostico de neuropatologias,JOSE SOARES DO NASCIMENTO,FLAVIA CRISTINA FERNANDES PIMENTA
correlacao entre artrite psoriasica e risco cardiovascular nos portadores de psoriase em pacientes do hospital universitario lauro wanderley,FLAVIA CRISTINA FERNANDES PIMENTA,LEINA YUKARI ETTO
"estudo longitudinal da carie dentaria, ma oclusao e padrao facial em escolares de 5 e 12 anos de joao pessoa paraiba",ISABELLA LIMA ARRAIS RIBEIRO,JOCIANELLE MARIA FELIX FERNANDES NUNES
producao de biocompostos utilizando o hidrolisado do sisal (agave sisalana) como substrato,JOSILENE DE ASSIS CAVALCANTE,MARCELO BARBOSA MUNIZ
alfabetizacao cientifica: ate onde entendemos a ciencia?,KATIA NEYLA DE FREITAS MACEDO,KATIA SUELY QUEIROZ SILVA RIBEIRO
o lugar da extensao universitaria em plantao psicologico na formacao clinica do estudante de psicologia na universidade federal da paraiba,CLEIDE PEREIRA MONTEIRO,ZAETH AGUIAR DO NASCIMENTO
"ocorrencia de microorganismos em pecas anatomicas humanas, acondicionadas no complexo laboratorial de anatomia da universidade federal da paraiba, joao pessoa-pb",LUCIA RAQUEL RAMOS BERGER,KRYSTYNA GORLACH LIRA
"efeitos da dessincronizacao interna e do jet lag social na cognicao, memoria e ritmicidade circadiana de ratos ao longo da ontogenese",MIRIAN GRACIELA DA SILVA STIEBBE SALVADORI,LIANA CLEBIA DE MORAIS PORDEUS
potencial remineralizador de dentifricio com fluor nanoencapsulado na lesao artificial de carie: estudo in vitro,FREDERICO BARBOSA DE SOUSA,FABIO CORREIA SAMPAIO
estudo de conversores cc-cc trifasicos elevadores de tensao,ISAAC SOARES DE FREITAS,SIMPLICIO ARNAUD DA SILVA
percursos de estudo e formacao musical: significacoes pessoais da relacao com a musica,MARIA EMILIA SARDELICH,ALICE LUMI SATOMI
nanofibras polimericas incorporando anfotericina b por core-shell sobre biofilme de candida albicans,SEVERINO AIRES DE ARAUJO NETO,RONALDO RODRIGUES SARMENTO
democracia e direitos humanos: uma analise filosofica-pragmatica acerca da teoria do direito penal do inimigo,MARIA CREUSA DE ARAUJO BORGES,ANA PAULA CORREIA DE ALBUQUERQUE DA COSTA
alivio da dor e ansiedade no trabalho de parto,ADRIANA CARLA COSTA RIBEIRO CLEMENTINO,STENIO MELO LINS DA COSTA
rede de interacoes entre animal x planta em uma area de caatinga,ELAINE BERNINI,ALAN LOURES RIBEIRO
predilecao racial na expressao de fatores prognosticos e preditivos do cancer de mama canino no estado da paraiba,RICARDO ROMAO GUERRA,OLIVEIRO CAETANO DE FREITAS NETO
representacao de processos hidrologicos no semi-arido por modelagem hidrologica distribuida,TARCISO CABRAL DA SILVA,HAMILCAR JOSE ALMEIDA FILGUEIRA
o discurso juridico em marx: retorica de justificacao e sua aplicacao no direito,MARIA CREUSA DE ARAUJO BORGES,ANA PAULA CORREIA DE ALBUQUERQUE DA COSTA
"efeito da suplementacao com metionina na expressao (proteica e mrna) de trpv 5 e calbindin d28k no intestino, rim e utero de poedeiras termoneutras e sob stress termico",JOSE HUMBERTO VILAR DA SILVA,TEREZINHA DOMICIANO DANTAS MARTINS
coocorrencia de disfonia e ansiedade: prevalencia e caracteristicas de voz e ansiedade em populacao com e sem disfonia,ANA CARLA ESTELLITA VOGELEY,MARINE RAQUEL DINIZ DA ROSA
modernismo(s) brasileiro(s) no nordeste: um olhar revisionista atraves das escritas autobiograficas,HERMANO DE FRANCA RODRIGUES,LUCIANE ALVES SANTOS
a complexa producao da intersetorialidade no campo da saude mental: uma analise dos modelos e das praticas construidas pelos profissionais de saude mental do municipio de joao pessoa-pb.,BERNADETE DE LOURDES FIGUEIREDO DE ALMEIDA,MARIA DE FATIMA LEITE GOMES
"narrativas homoeroticas: rasuras do sexo, figuracoes do desejo",ELAINE CRISTINA CINTRA,DANIELA MARIA SEGABINAZI
pensamento politico,FABIOLA DE SOUSA BRAZ AQUINO,MARISIA OLIVEIRA DA SILVA
