Projeto:,Avaliador 1:,Avaliador 2:
mitologia dos mestres e mestras da jurema sagrada:  uma recuperacao historica,DEYVE REDYSON MELO DOS SANTOS,MATHEUS DA CRUZ E ZICA
o pensamento budista tibetano,DILAINE SOARES SAMPAIO,MATHEUS DA CRUZ E ZICA
entre o erotico e o pornografico: esferas insolitas da sexualidade,PEDRO FARIAS FRANCELINO,MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA
vozes e escrituras dos folhetos de cordel:  formas e generos da memoria,ROSEANE BATISTA FEITOSA NICOLAU,EVANGELINA MARIA BRITO DE FARIA
tradicao discursiva nos jornais paraibanos dos seculos xix e xx: mudancas e permanencias na acao argumentativa de divulgacao publica,BELIZA AUREA DE ARRUDA MELO,MARCIO MARTINS LEITAO
presenca da lingua portuguesa nos jornais no brasil com lingua paterna e com lingua materna: estudo a luz do modelo da tradicao discursiva e da sociolinguistica,HERMANO DE FRANCA RODRIGUES,BELIZA AUREA DE ARRUDA MELO
estudos sobre a acomodacao linguistica no portugues brasileiro,BELIZA AUREA DE ARRUDA MELO,EVANGELINA MARIA BRITO DE FARIA
processamento correferencial e morfologico em portugues brasileiro,EVANGELINA MARIA BRITO DE FARIA,MARIANNE CARVALHO BEZERRA CAVALCANTE
a alfabetizacao no pnaic: do conteudo proposto a implementacao na sala de aula,MARCIO MARTINS LEITAO,MARIANNE CARVALHO BEZERRA CAVALCANTE
determinacao de parametros termodinamicos e cineticos de compostos de coordenacao de antimonio e bismuto com bases de lewis,IEDA MARIA GARCIA DOS SANTOS,ERCULES EPAMINONDAS DE SOUSA TEOTONIO
continuo gestuo-vocal: aprofundando a  matriz multimodal em aquisicao da lingaugem ii,MARCIO MARTINS LEITAO,EVANGELINA MARIA BRITO DE FARIA
"lingua, pensamento e memoria disciplinar",MARLUCE PEREIRA DA SILVA,JOAO WANDEMBERG GONCALVES MACIEL
comparacao entre legendas de series produzidas por fas e legendas comerciais,MARLUCE PEREIRA DA SILVA,FABIO ALEXANDRE SILVA BEZERRA
praticas discursivas em redacoes de vestibulandos: a (re)construcao  discursiva da historia dos(as) negro(as) na sociedade brasileira,CAMILA NATHALIA DE OLIVEIRA BRAGA,ROBERTO CARLOS DE ASSIS
letramento digital: praticas docente e discente no vale de mamanguape,MARIA DEL PILAR ROCA ESCALANTE,FABIO ALEXANDRE SILVA BEZERRA
generos academicos e as diferentes formas de construcao do conhecimento cientifico,JOAO WANDEMBERG GONCALVES MACIEL,ROSALINA MARIA SALES CHIANCA
a leitura do texto verbal e da imagem na midia contemporanea,MARIA DEL PILAR ROCA ESCALANTE,SANDRA HELENA GURGEL DANTAS DE MEDEIROS
a leitura de textos literarios: uma abordagem peirciana: funcao dos signos na compreensao / apreciacao estetica de narrativas e textos poeticos,KARINA CHIANCA VENANCIO,LUCIANE ALVES SANTOS
"signos do desejo: literatura, sexualidade e homoerotismo",SOCORRO DE FATIMA PACIFICO BARBOSA,FABIO DE SOUSA DANTAS
ler e escrever nos folhetos jocosos lusos dos seculos xviii e xix,EXPEDITO FERRAZ JUNIOR,MICHELLE BIANCA SANTOS DANTAS
sintese de materiais hibridos funcionais e aplicacoes,JOSE GERALDO DE PAIVA ESPINOLA,IEDA MARIA GARCIA DOS SANTOS
"narrar para viver, viver para (re)contar: potencialidades",LUCIA FATIMA FERNANDES NOBRE,MARIA LUIZA TEIXEIRA BATISTA
"o piano na musica brasileira do seculo xxi: repertorio, demanda tecnicas e performance",ALICE LUMI SATOMI,JOSE HENRIQUE PADOVANI VELLOSO
educacao musical e educacao integral: a musica em propostas de expansao da jornada escolar,ALICE LUMI SATOMI,JOSE HENRIQUE PADOVANI VELLOSO
disponibilizacao de cartografia organologica da cultura brasileira,MAURA LUCIA FERNANDES PENNA,JOSE HENRIQUE PADOVANI VELLOSO
a encenacao na poetica cenico-dramaturgica conjugada contemporanea (laboratorio de investigacao pratico-teorica),LUCIANA NODA,CARLOS FEDERICO BUONFIGLIO DOWLING
perfil de acessibilidade nos hoteis e restaurantes da orla maritima de joao pessoa,NEUSA COLLET,ANA VALERIA ENDRES
violencia e criminalidade: um estudo sobre mulheres encarceradas,MARIA LUIZA PEREIRA DE ALENCAR MAYER FEITOSA,JOSE ERNESTO PIMENTEL FILHO
estudo de plantas do nordeste brasileiro com atividade antioxidante sobre o metabolismo e sistema cardiovascular de ratos,EVANDRO LEITE DE SOUZA,SELMA DOS PASSOS BRAGA
a efetividade da terapia em grupo para pacientes com disturbios de voz,MARINE RAQUEL DINIZ DA ROSA,LEONARDO WANDERLEY LOPES
avaliacao eletrofisiologica da audicao e da funcao coclear em mulheres durante o ciclo menstrual,GIORVAN ANDERSON DOS SANTOS ALVES,LUCIANA PIMENTEL FERNANDES DE MELO
moduladores redox de estresse oxidativo de interesse medicinal e biotecnologico,IEDA MARIA GARCIA DOS SANTOS,ERCULES EPAMINONDAS DE SOUSA TEOTONIO
aplicacoes de quasicristais na industria,KELLY CRISTIANE GOMES DA SILVA,SANDRO MARDEN TORRES
aspectos fonoaudiologicos e qualidade de vida  na sindrome do respirador oral,MARINE RAQUEL DINIZ DA ROSA,LEONARDO WANDERLEY LOPES
microrganismos presentes em tela de aparelho celular e em maletas transportadas por academicos de odontologia,PAULO ROGERIO FERRETI BONAN,BIANCA MARQUES SANTIAGO
desenvolvimento de cermets ni-cgo para celulas a combustivel de oxido solido,ELITON SOUTO DE MEDEIROS,FLAVIA DE MEDEIROS AQUINO
avaliacao da toxicidade e atividade antitumoral de produtos naturais e sinteticos bioativos,BAGNOLIA ARAUJO DA SILVA,DIEGO NUNES GUEDES
analise do equilibrio estatico e dinamico em individuos obesos,MARIA DE FATIMA ALCANTARA BARROS,HELEODORIO HONORATO DOS SANTOS
producao multiplataforma na televisao brasileira,MARCOS ANTONIO NICOLAU,MARCEL VIEIRA BARRETO SILVA
"enunciacao, dialogismo e subjetividade em generos discursivos orais",HERMANO DE FRANCA RODRIGUES,MARIA DE FATIMA BARBOSA DE MESQUITA BATISTA
acuracia das medidas de analise acustica linear e nao linear na avaliacao dos disturbios da voz,CIRINEU CECOTE STEIN,LUCIANA PIMENTEL FERNANDES DE MELO
estudo de conversores estaticos para sistemas fotovoltaicos,CICERO DA ROCHA SOUTO,DARLAN ALEXANDRIA FERNANDES
oxidos obtidos pelo metodo pechini para fotocatalise heterogenea,JOSE GERALDO DE PAIVA ESPINOLA,JULIO SANTOS REBOUCAS
estudo epidemiologico das perdas auditivas ocupacionais no estado da paraiba,CIRINEU CECOTE STEIN,MARINE RAQUEL DINIZ DA ROSA
preparacao de filmes polimericos constituidos de polimeros biodegradaveis,LISZANDRA FERNANDA ARAUJO CAMPOS,RICARDO PEIXOTO SUASSUNA DUTRA
acoes da angiotensina-(1-7) na proliferacao de cardiomiocitos e regeneracao cardiaca,SILDIVANE VALCACIA SILVA,DEMETRIUS ANTONIO MACHADO DE ARAUJO
efeitos de intervencao fisioterapeutica em fibromialgicos,ANTONIO GERALDO CIDRAO DE CARVALHO,HELEODORIO HONORATO DOS SANTOS
inovacao tecnologica no combate a dengue: desenvolvimento de inseticida a partir da agave sisalana para combate ao mosquito aedes aegypti.,VALDIR DE ANDRADE BRAGA,ULRICH VASCONCELOS DA ROCHA GOMES
biotecnologia aplicada a saude: desenvolvimento de novos nitratos organicos com potencial terapeutico,FABIOLA DA CRUZ NUNES,ULRICH VASCONCELOS DA ROCHA GOMES
a questao agraria paraibana no seculo xxi: dinamicas e conflitos territoriais,ANIERES BARBOSA DA SILVA,MARCELO DE OLIVEIRA MOURA
avaliacao do efeito do citrato de sildenafil sobre o controle da pressao arterial,PAULO GIOVANI ANTONINO NUNES,JOSIANE DE CAMPOS CRUZ
atuacao da fisioterapia em usuarios diabeticos na atencao basica de saude,NEIDE MARIA GOMES DE LUCENA,ANGELA CRISTINA DORNELAS DA SILVA
"estado de saude, estresse e tratamento fisioterapeutico em cuidadores de criancas com necessidades especiais",ANTONIO GERALDO CIDRAO DE CARVALHO,HELEODORIO HONORATO DOS SANTOS
"sintese, caracterizacao e propriedades luminescentes de compostos de diferentes centros metalicos para aplicacoes em dispositivos moleculares conversores de luz",JOSE GERALDO DE PAIVA ESPINOLA,JULIO SANTOS REBOUCAS
a contribuicao da teoria dialogica do discurso para o ensino de lingua,RUBENS MARQUES DE LUCENA,CARLA ALECSANDRA DE MELO BONIFACIO
conhecimento de mulheres profissionais do sexo sobre hiv/aids e sua influencia nas praticas sexuais,SIMONE HELENA DOS SANTOS OLIVEIRA,PATRICIA SERPA DE SOUZA BATISTA
governancas das aguas e conflitos pelo uso dos recursos hidricos na bacia do paraiba,EDUARDO RODRIGUES VIANA DE LIMA,MARCELO DE OLIVEIRA MOURA
"influencia da secagem convencional e da liofilizacao sobre a composicao quimica, materia proteica e condicoes microbiologica do residuo de soja",JAILANE DE SOUZA AQUINO,FLAVIA EMILIA LEITE DE LIMA FERREIRA
reformulacao do indice de desastres naturais a inundacao na regiao semiarida brasileira,RICHARDE MARQUES DA SILVA,HENRIQUE ELIAS PESSOA GUTIERRES
modelo de mensuracao do desempenho da educacao basica: um estudo nos institutos federais de educacao,FABIANA SENA DA SILVA,MARIA ZULEIDE DA COSTA PEREIRA
estudo do perfil termografico dos isquiostibiais durante o alongamento estatico,PALLOMA RODRIGUES DE ANDRADE,JERONIMO FARIAS DE ALENCAR
treinamento de forca combinado com restricao de fluxo sanguineo (kaatsu training): uma nova proposta metodologica na prescricao do exercicio em individuos saudaveis,ALEXANDRE SERGIO SILVA,JOSE CAZUZA DE FARIAS JUNIOR
treinamento de forca combinado com restricao de fluxo sanguineo (kaatsu training): uma nova proposta metodologica na prescricao do exercicio em individuos em situacoes especiais,ANTONIO GERALDO CIDRAO DE CARVALHO,NEIDE MARIA GOMES DE LUCENA
analise multitemporal do processo de desertificacao na bacia do alto paraiba - paraiba/brasil,DORALICE SATYRO MAIA,BARTOLOMEU ISRAEL DE SOUZA
transferencia de energia e transferencia de carga em complexos de ions lantanideos,SILMAR ANDRADE DO MONTE,LUCINA ROCHA SOUSA
"politicas publicas, desigualdades e vulnerabilidade social: o que diferencia os desiguais no cariri paraibano?",EMILIA DE RODAT FERNANDES MOREIRA,MARCELO DE OLIVEIRA MOURA
a construcao de identidades e papeis de genero no cinema esportivo,JORGE FERNANDO HERMIDA AVEIRO,JOSE CAZUZA DE FARIAS JUNIOR
politicas da representacao: genero e sexualidade,ADRIANA DIAS VIEIRA,NARBAL DE MARSILLAC FONTES
a producao da casa e da cidade: morfologia urbana e desigualdades socioespaciais nas cidades medias brasileiras,EDUARDO RODRIGUES VIANA DE LIMA,MARIA DE FATIMA FERREIRA RODRIGUES
citotoxicidade de compostos semissinteticos bioativos sobre culturas de celulas cancerigenas e nao cancerigenas,ULRICH VASCONCELOS DA ROCHA GOMES,MARTA MARIA DA CONCEICAO
a funcionalidade e o acesso aos servicos de reabilitacao de sujeitos pos-avc: um estudo longitudinal,JANINE MARTA COELHO RODRIGUES,NEIDE MARIA GOMES DE LUCENA
"analise de jogo no voleibol de praia: relacao entre os fundamentos do complexo 1 e 2, percepcao subjetiva e capacidades motoras durante os treinamentos",IRAQUITAN DE OLIVEIRA CAMINHA,ALEXANDRE SERGIO SILVA
correlacao entre variaveis cineantropometricas e tecnicas em jogadores de basquetebol,JORGE FERNANDO HERMIDA AVEIRO,PIERRE NORMANDO GOMES-DA-SILVA
microbiologia ambiental aplicada aos produtos cosmeticos e de higiene pessoal: resiliencia bacteriana e degradabilidade dos contaminantes emergentes,SILDIVANE VALCACIA SILVA,DEMETRIUS ANTONIO MACHADO DE ARAUJO
"as politicas de turismo, a analise de redes sociais (ars) e a institucionalizacao dos espacos de participacao na paraiba: o caso do programa de regionalizacao do turismo - prt",PATRICIA PINHEIRO FERNANDES VIEIRA,PABLO BRILHANTE DE SOUSA
"avaliacao da estabilidade termica e oxidativa, e atividade antioxidante do cranberry (vaccinium macrocarpon)",ISMAEL IVAN ROCKENBACH,MARCIA ROSEANE TARGINO DE OLIVEIRA
efeito do treinamento de forca na resposta vasodilatadora de idosos hipertensos,JORGE FERNANDO HERMIDA AVEIRO,PIERRE NORMANDO GOMES-DA-SILVA
"estudo das atividades gastroprotetora, antiulcerogenica e na motilidade intestinal de extratos brutos e constituintes ativos obtidos de produtos naturais em modelos animais",MARCELO SOBRAL DA SILVA,VICENTE CARLOS DE OLIVEIRA COSTA
investigacao do potencial toxico do extrato etanolico de krameria tomentosa a. st. hill sobre o sistema reprodutor de ratos,ALEXANDRE NOBREGA DUARTE,TATJANA KEESEN DE SOUZA LIMA CLEMENTE
producao cientifica sobre cuidados paliativos e qualidade de vida no ambito nacional e internacional: um estudo bibliometrico no campo da bioetica,IOLANDA BESERRA DA COSTA SANTOS,MARIA MIRIAM LIMA DA NOBREGA
"avancos na producao de biodiesel a partir de oleos de microalgas:
da bioprospeccao a implantacao de sistemas produtivos com
minimizacao de impactos ambientais",FABIOLA DA CRUZ NUNES,FLAVIA DE OLIVEIRA PAULINO
monitoracao das respostas fisiologicas as cargas de treinamento em atletas profissionais / recreacionais e tratamento com antioxidantes,MARIA DO SOCORRO CIRILO DE SOUSA,GILMARIO RICARTE BATISTA
efeito agudo e cronico do uso de lipo-6 black e oxyelite pro sobre aspectos antropometricos e hemodinamicos em praticantes de musculacao,IRAQUITAN DE OLIVEIRA CAMINHA,GILMARIO RICARTE BATISTA
"jogo e cognicao: percepcao, atencao e expressao",MARIA DO SOCORRO CIRILO DE SOUSA,GILMARIO RICARTE BATISTA
clima e saude na cidade de joao pessoa/pb: correlacoes entre os eventos termicos extremos do ar e o agravo das doencas cardiovasculares,EMILIA DE RODAT FERNANDES MOREIRA,ANIERES BARBOSA DA SILVA
perfil das habilidades auditivas de criancas e adolescentes com deficiencia auditiva que frequentam servicos de reabilitacao fonoaudiologica da cidade de joao pessoa-pb: uma proposta de monitoramento do desenvolvimento auditivo.,ANNA ALICE FIGUEIREDO DE ALMEIDA,MARINE RAQUEL DINIZ DA ROSA
elaboracao de um codigo semi-empirico paralelo,WAGNER DE MENDONCA FAUSTINO,SILMAR ANDRADE DO MONTE
potencialidade do sisal para producao de xilitol,SILDIVANE VALCACIA SILVA,MARCIA HELENA PONTIERI
inversores de baixo custo para sistemas fotovoltaicos de geracao distribuida,RUY ALBERTO PISANI ALTAFIM,CLEONILSON PROTASIO DE SOUZA
pratica de atividade fisica e fatores de risco cardiometabolicos em adolescentes,GILMARIO RICARTE BATISTA,ALEXANDRE SERGIO SILVA
"uso dos solos, degradacao e conservacao das caatingas no alto curso do rio paraiba",EMILIA DE RODAT FERNANDES MOREIRA,MARCELO DE OLIVEIRA MOURA
prospeccao de compostos sinteticos com atividade reversora da resistencia a multiplas drogas,REINALDO NOBREGA DE ALMEIDA,RAFAEL DE ALMEIDA TRAVASSOS
construcao da linha de cuidado em saude bucal,ANDRESSA FEITOSA BEZERRA DE OLIVEIRA,FABIO CORREIA SAMPAIO
analise sobre conforto termico e desempenho nos ambientes de ensino com video display terminals (vdt): estudos de multicasos no nordeste do brasil e norte de portugal,ANAND SUBRAMANIAN,FABIO MORAIS BORGES
teoria impura do direito: o juridico no contexto cientifico (1870-1940),ADRIANA DIAS VIEIRA,ROBERTO CORDOVILLE EFREM DE LIMA FILHO
analise de series temporais hidrologicas usando a transformada wavelet,RICARDO ALMEIDA DE MELO,HEBER PIMENTEL GOMES
raizes do brasil na literatura popular: intersubjetividade e multiculturalismo,HERMANO DE FRANCA RODRIGUES,PEDRO FARIAS FRANCELINO
gasto com assistencialismo e obesidade no brasil,HEMILIO FERNANDES CAMPOS COELHO,ANA FLAVIA UZEDA DOS SANTOS MACAMBIRA
"estudo computacional da polaridade da r2n-c6h4-no (r = h, ch3)",WAGNER DE MENDONCA FAUSTINO,GERD BRUNO DA ROCHA
bancos comunitarios:  desenvolvimento local na regiao metropolitana de joao pessoa,ANDERSON MOEBUS RETONDAR,MARCELA ZAMBONI LUCENA
sociologia dos encontros desiguais: alteridade e violencia nos bairros manaira e sao jose,ANDERSON MOEBUS RETONDAR,LORELEY GOMES GARCIA
avaliacao do perfil farmacocinetico de produtos naturais,MARIA DE FATIMA VANDERLEI DE SOUZA,CELIDARQUE DA SILVA DIAS
analise funcional nao-linear: uma introducao,JOAO MARCOS BEZERRA DO O,FAGNER DIAS ARARUNA
caracterizacao termica dos materiais ? aplicacao do metodo de pulso,CARLOS ANTONIO CABRAL DOS SANTOS,JOSE MAURICIO ALVES DE MATOS GURGEL
o comportamento informacional dos alunos bolsistas de iniciacao cientifica pibic da ufpb campus i,MARCKSON ROBERTO FERREIRA DE SOUSA,WAGNER JUNQUEIRA DE ARAUJO
dinamica espectral de lasers semicondutores,THIERRY MARCELINO PASSERAT DE SILANS,MARTINE PATRICIA ARLTTE CHEVROLLER
avaliacao do efeito da imersao em diferentes solucoes higienizadoras na estabilidade de cor de dentes artificiais de resina acrilica.,MARIA SUELI MARQUES SOARES,LUCIANE QUEIROZ MOTA DE LIMA
sintese de novos analogos do acido rosmarinico,MARIA DE FATIMA VANDERLEI DE SOUZA,DAMIAO PERGENTINO DE SOUSA
identificacao molecular do protozoario do genero perkinsus que parasita a ostra crassostrea gasar do estuario do rio mamanguape-pb,IAN PORTO GURGEL DO AMARAL,ALDA LUCIA DE LIMA AMANCIO
avaliacao da qualidade de algodoes brancos e naturalmente coloridos,ILDA ANTONIETA SALATA TOSCANO,RICARDO ALEXANDRE CAVALCANTI DE LIMA
estudo da fagocitose em hemocitos da ostra de mangue crassostrea gasar,IAN PORTO GURGEL DO AMARAL,ALDA LUCIA DE LIMA AMANCIO
sobre solucoes para uma classe de equacoes de schrodinger semilineares e quaselineares,JOAO MARCOS BEZERRA DO O,FAGNER DIAS ARARUNA
"diversidade funcional, diversidade filogenetica e diversidade taxonomica da herpetofauna da america do sul",ZELMA GLEBYA MACIEL QUIRINO,LUCIANA GOMES BARBOSA
resistencia de uniao ao microcisalhamento,HUGO LEMES CARLO,ANA KARINA MACIEL DE ANDRADE
sofrimento social e construcao do ethos de professor do ensino medio entre alunos do pibid: uma abordagem qualitativa,LORELEY GOMES GARCIA,GEOVANIA DA SILVA TOSCANO
influencia de agentes clareadores nas propriedades da ceramica odontologica.,ROBINSOM VIEGAS MONTENEGRO,ROSANGELA MARQUES DUARTE
educacao para a saude e parasitoses humana (verminoses):  o que dizem os livros didaticos de ciencias (6o ao 9o ano) sobre esta tematica?,MARINEUMA DE OLIVEIRA COSTA CAVALCANTI,MARIA ALVES DE AZEREDO
"atividades praticas, experimentacao e estudos do meio:  analise dos livros didaticos de biologia do ensino medio (publicados no periodo de 2003 a 2013)",MARINEUMA DE OLIVEIRA COSTA CAVALCANTI,NILVANIA DOS SANTOS SILVA
producao de materiais nanoestruturados a base de residuos agroindustriais,DANIELLE GUEDES DE LIMA CAVALCANTE,SANDRO MARDEN TORRES
avaliacao da funcao articular do joelho pre e pos-reconstrucao do ligamento cruzado anterior (lca),MARIA DE FATIMA ALCANTARA BARROS,MARIA DO SOCORRO CIRILO DE SOUSA
biorremediacao de agua de lavagem do biodiesel utilizada como substrato no cultivo de microalgas para a producao de biodiesel,SHERLAN GUIMARAES LEMOS,WILLIAME FARIAS RIBEIRO
para alem da economia: circulacao de referenciais culturais e religiosos chineses no brasil ao longo das decadas de 1990 e 2000,DILAINE SOARES SAMPAIO,DEYVE REDYSON MELO DOS SANTOS
sensibilidade ao contraste visual de pacientes com transtornos neuropsiquiatricos medicados,FLAVIO FREITAS BARBOSA,FABIOLA DE SOUSA BRAZ AQUINO
produo de carvo ativado de qualidade superior para uso no armazenamento de gs natural ou em tratamentos de gua,CARLOS ANTONIO CABRAL DOS SANTOS,JOSE MAURICIO ALVES DE MATOS GURGEL
investigando as publicacoes ampliadas no cenario cientifico brasileiro: contribuicoes das tecnologias digitais da informacao e comunicacao,ELIANE BEZERRA PAIVA,IZABEL FRANCA DE LIMA
suape e o novo desenvolvimentismo na perspectiva local,JAMES BATISTA VIEIRA,MARCELO BURGOS PIMENTEL DOS SANTOS
subconjuntos terminologicos da cipe(r) para areas de especialidades clinicas e da atencao basica em saude,JACIRA DOS SANTOS OLIVEIRA,MARIA BERNADETE DE SOUSA COSTA
reacoes de diels - alder catalisadas por acidos de lewis,WAGNER DE MENDONCA FAUSTINO,GERD BRUNO DA ROCHA
estudo do potencial de utilizacao de residuos solidos da industria de papel e celulose,JOELMA MORAIS FERREIRA,GENARO ZENAIDE CLERICUZI
"investigacao da atividade psicofarmacologica dos extratos, fracoes e substancias de organismos marinhos em modelos animais utilizando roedores",LUIS FERNANDO MARQUES DOS SANTOS,ANNE EVELYNE FRANCO DE SOUZA
conforto e eficiencia energetica na arquitetura,ANGELINA DIAS LEAO COSTA,ALUISIO BRAZ DE MELO
desenvolvimento de uma metodologia analitica para determinacao  do teor dos hidrocarbonetos majoritarios no gnv atraves da espectrometria nir e quimiometria,SHERLAN GUIMARAES LEMOS,RICARDO ALEXANDRE CAVALCANTI DE LIMA
efeitos de diferentes protocolos de tratamento fisioterapeutico em pacientes com doenca pulmonar obstrutiva cronica (dpoc),MARIA DE FATIMA ALCANTARA BARROS,NEIDE MARIA GOMES DE LUCENA
"emprego de soro de queijo caprino para producao de bacteriocinas, secagem por spray drying e aplicacao como bioconservante",JOAO PAULO DE SOUSA PRADO,MARCIANE MAGNANI
trabalho e transtornos mentais graves,THAIS AUGUSTA CUNHA DE OLIVEIRA MAXIMO,ANISIO JOSE DA SILVA ARAUJO
construcao de celulas solares sensibilizadas por corante a partir de nanoestruturas de zno,ELITON SOUTO DE MEDEIROS,AMELIA SEVERINO FERREIRA E SANTOS
"dinamica nao-linear, caos e complexidade",PAULO SERGIO RODRIGUES DA SILVA,RODRIGO RONELLI DUARTE DE ANDRADE
filtro ativo de potencia paralelo a partir de conversores estaticos interconectados,ALBERTO SOTO LOCK,FRANCISCO ANTONIO BELO
"criacao musical e sonologia: estudo tecnico, pratico e teorico do artesanato sonoro-musical da atualidade",MAURA LUCIA FERNANDES PENNA,ALICE LUMI SATOMI
a apropriacao de generos discursivos em lingua inglesa nos restaurantes gourmet de joao pessoa frente ao evento da copa do mundo,ROSEANE BATISTA FEITOSA NICOLAU,MARIA DE FATIMA ALMEIDA
engajamento escolar e valores humanos: um estudo correlacional,LIANA CLEBIA DE MORAIS PORDEUS,FABIOLA DE SOUSA BRAZ AQUINO
desenvolvimento numerico e experimental de uma central de ar condicionado por adsorcao,JOAO ALVES DE LIMA,RODINEI MEDEIROS GOMES
desenvolvimento de metodos analiticos quimiluminescentes automaticos baseados  em pontos quanticos e imagens digitais,MARCIO JOSE COELHO DE PONTES,RICARDO ALEXANDRE CAVALCANTI DE LIMA
conversao de motores diesel e uso de gaseificadores de ultima geracao,GILBERTO AUGUSTO AMADO MOREIRA,CARLOS ANTONIO CABRAL DOS SANTOS
efeito do desbalanco hidroeletrolitico induzido pela privacao hidrica sobre as respostas cardiovasculares a ativacao dos reflexos cardiovasculares em ratos normotensos e hipertensos.,RONEI MARCOS DE MORAES,CAMILLE DE MOURA BALARINI
"avancos na producao de biodiesel a partir de oleos de microalgas: da
bioprospeccao a implantacao de sistemas produtivos com minimizacao de
impactos ambientais",GEORGE EMMANUEL CAVALCANTI DE MIRANDA,DAVID HOLANDA DE OLIVEIRA
gestao dos residuos da construcao civil e demolicao (rcd) na cidade de joao pessoa  pb,GIVANILDO ALVES DE AZEREDO,HEBER PIMENTEL GOMES
heterogeneidade espaco-temporal e respostas as mudancas climaticas (grupo de trabalho 1.3 - os recifes e os ecossistemas coralinos,GEORGE EMMANUEL CAVALCANTI DE MIRANDA,DAVID HOLANDA DE OLIVEIRA
estudo do potencial de utilizacao de residuos solidos em processos termoquimicos de conversao energetica,JOELMA MORAIS FERREIRA,GENARO ZENAIDE CLERICUZI
"investigacao de lectinas extraidas da flora brasileira: isolamento, purificacao e abordagem na atividade antimicrobiano e biotecnologica",CARLOS ALBERTO DE ALMEIDA GADELHA,CLAYTON ZAMBELI OLIVEIRA
aplicacao de ligas metalicas complexas na industria do petroleo,TIBERIO ANDRADE DOS PASSOS,KELLY CRISTIANE GOMES DA SILVA
besouros escarabeineos (coleoptera: scarabaeidae) da floresta atlantica nordestina,RICARDO DE SOUZA ROSA,PEDRO CORDEIRO ESTRELA DE ANDRADE PINTO
prototipo de celulas solares fotovoltaicas com nanoestruturas de tio2,JULIANO ELVIS OLIVEIRA,FLAVIA DE MEDEIROS AQUINO
desenvolvimento do indice de qualidade de cafe (iqc) baseado em medidas espectroanaliticas e analise multivariada,MARIO CESAR UGULINO DE ARAUJO,WILLIAME FARIAS RIBEIRO
argilominerais puros e modificados como carregadores de farmacos,JOSE GERALDO DE PAIVA ESPINOLA,ERCULES EPAMINONDAS DE SOUSA TEOTONIO
biomateriais hibridos como sistemas de liberacao controlada de farmacos,FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,JULIO SANTOS REBOUCAS
materiais hibridos bi-funcionalizados com complexos ions lantanideos trivalentes e derivado do pireno,FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,MARIA GARDENNIA DA FONSECA
desenvolvimento de uma garra robotica acionada com atuadores de liga com memoria de forma.,ABEL CAVALCANTE LIMA FILHO,RAIMUNDO APRIGIO DE MENEZES JUNIOR
"desenvolvimento de produto crneo emulsionado caprino, tipo salsicha fresca, adicionado de quitosana de baixo peso molecular e quitosana quimicamente modificada e avaliao da qualidade fsico-qumica",JOAO ANDRADE DA SILVA,HAISSA ROBERTA CARDARELLI
desenvolvimento de materiais ceramicos para utilizacao em  celulas a combustivel de oxido solido (sofc).,FABIANA DE CARVALHO FIM,HEBER SIVINI FERREIRA
desenvolvimento de luvas com ligas passiveis de memoria de forma destinadas a uniao de tubulacoes.,TIBERIO ANDRADE DOS PASSOS,SEVERINO JACKSON GUEDES DE LIMA
"a ferrovia nas cidades bocas de sertao: pontas de trilho e estacoes ferroviarias, alteracoes na morfologia urbana e na dinamica socioespacial",EDUARDO RODRIGUES VIANA DE LIMA,BARTOLOMEU ISRAEL DE SOUZA
avaliacao do uso de oleaginosas regionais na obtencao de biolubrificantes,NATALY ALBUQUERQUE DOS SANTOS,FABIOLA DIAS DA SILVA CURBELO
camponeses em marcha e em processo de (re)criacao: construcao da soberania e da seguranca alimentar no brasil,EMILIA DE RODAT FERNANDES MOREIRA,ANIERES BARBOSA DA SILVA
metodos eletroanaliticos para a determinacao de contaminantes emergentes,MARCIO JOSE COELHO DE PONTES,WALLACE DUARTE FRAGOSO
caracterizacao eletrica de compositos de titanato de bario/silicone,RAMON ALVES TORQUATO,DANIEL ARAUJO DE MACEDO
compensador de tensao serie trifasico,CICERO DA ROCHA SOUTO,KLEBER CARNEIRO DE OLIVEIRA
"trajetorias de exclusao, territorialidades em construcao: verso e reverso do campesinato no estado da paraiba-brasil",PEDRO COSTA GUEDES VIANNA,ANIERES BARBOSA DA SILVA
"aplicacao da espectrofotometria de absorcao no infravermelho na caracterizacao e identificacao de plantas de interesse do sus, ocorrentes no nordeste do brasil",JOSE MARIA BARBOSA FILHO,BARBARA VIVIANA DE OLIVEIRA SANTOS
perfil quimico de queijo de coalho caprino adicionado de bacterias laticas probioticas,JOAO PAULO DE SOUSA PRADO,SOLANGE DE SOUSA
obtencao de zeolitas sinteticas a partir de cinzas ativadas alcalinamente,JULIANO ELVIS OLIVEIRA,RICARDO PEIXOTO SUASSUNA DUTRA
estudos farmacodinamicos de plantas com potencial antioxidante sobre corpo cavernoso isolado de rato,LUIS FERNANDO MARQUES DOS SANTOS,REINALDO NOBREGA DE ALMEIDA
avaliacao da vacinacao em pacientes portadores de doencas autoimunes no servico de reumatologia de um hospital universitario,ROSALIA GOUVEIA FILIZOLA,FATIMA MARIA MACEDO DOS SANTOS
